assists,bountyLevel,champExperience,champLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,goldEarned,goldSpent,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,matchID
16,0,10048,13,11,2068,3727,2068,6212,8,8,0,8134,7575,0,0,0,0,0,509,16452,6061,8049,0,0,2580,681,6710,0,0,57,42,65,9,39,1975,19033,6742,4333,15637,8046,6594,18,174,205,5,0,0,0,877,97,9,10,38,TRUE,NA1_4415331473
19,1,13292,15,15,1209,2822,1209,9028,3,9,1,10258,9200,1,4,0,3,2,909,25301,4699,6009,4,0,3564,931,5571,0,0,67,66,85,9,20,1940,28916,5680,6857,13787,14355,10655,25,114,86,5,0,49,49,2206,86,8,11,42,TRUE,NA1_4414895003
7,0,9202,12,5,495,10716,495,5230,4,1,0,6726,6475,0,0,0,0,0,706,48251,5152,5291,0,0,8248,950,4546,0,0,77,26,51,4,8,1436,72654,6102,2644,10051,2236,1684,125,153,82,5,0,16154,0,214,17,1,2,7,FALSE,NA1_4414883408
11,0,8721,12,6,921,2415,921,8656,5,4,0,6877,6700,0,0,0,0,0,714,16620,4898,4986,0,0,3039,774,7880,0,0,54,50,80,9,16,1808,19704,5711,3305,13067,5200,3631,11,131,142,5,0,44,38,199,59,4,4,27,FALSE,NA1_4414860549
21,1,8725,12,4,1309,4174,1309,4965,2,1,0,7537,6450,0,2,0,0,1,802,15064,4804,6002,0,0,2940,908,2992,0,0,44,58,19,5,34,1531,18597,6304,1057,9285,1925,0,13,57,48,1,0,592,592,290,60,2,6,22,TRUE,NA1_4414786122
2,0,7282,10,8,830,2927,830,3755,2,5,0,6610,6300,1,2,0,2,1,1360,18529,4216,4729,4,0,3426,980,3201,0,0,46,46,68,5,18,1502,23425,5197,2031,8169,2315,1730,21,161,34,5,0,1469,0,238,45,6,4,25,FALSE,NA1_4414160032
17,0,10080,13,7,451,2460,451,8554,7,4,0,7206,7025,0,0,0,0,0,483,10057,4569,7171,0,0,1824,296,6967,0,0,86,40,36,10,33,1736,13449,4866,1590,14930,17172,12610,6,166,229,5,0,1567,0,790,48,5,3,24,FALSE,NA1_4414105725
5,0,7216,10,6,299,1069,299,4305,3,2,0,5948,5610,0,1,0,0,1,694,36694,9044,4301,2,0,2447,477,2666,0,0,35,34,107,9,43,1439,39427,9808,1600,7070,114,0,33,232,68,1,0,286,286,101,46,4,6,22,FALSE,NA1_4414102171
10,0,7657,11,9,824,824,824,7852,7,7,0,6320,6010,0,0,0,0,0,286,15796,7548,6093,0,0,2343,894,7142,0,0,50,38,76,7,41,1633,18140,8442,3419,14210,7206,6414,13,156,160,5,0,0,0,974,52,7,4,25,FALSE,NA1_4414064994
17,0,10539,13,5,2397,9827,2397,4499,1,2,0,7720,6475,0,0,0,0,0,1115,18256,4507,1894,0,0,4192,1225,4919,0,0,44,41,58,5,22,1360,25924,5733,2413,6967,5621,4409,26,152,33,4,0,3475,0,154,38,3,4,13,TRUE,NA1_4414023154
8,0,6823,10,6,817,817,817,3657,0,3,0,5825,5635,0,0,0,0,0,0,9412,2705,3891,0,0,3131,1453,1652,0,0,45,38,59,4,20,1326,12543,4159,1116,5773,2284,1025,13,123,0,3,0,0,0,230,37,4,4,15,TRUE,NA1_4413545572
14,0,8839,12,6,1079,18276,1079,4141,3,3,0,6639,6150,0,0,0,0,0,429,14696,3299,4251,0,0,5663,1373,5148,0,0,50,46,69,9,13,1390,32114,4672,3854,9699,4348,2968,10,100,62,5,0,11754,0,300,54,4,3,21,TRUE,NA1_4413236604
13,1,10154,13,8,165,2805,165,10130,6,5,0,8104,7500,0,2,0,0,1,566,25916,9057,2808,0,0,3807,1353,10553,0,0,67,50,84,8,27,1766,29786,10471,4990,13602,5568,4767,16,181,139,5,0,61,61,240,70,6,5,25,FALSE,NA1_4411898833
15,0,12119,14,11,485,2818,485,11171,6,9,0,9019,7925,1,2,0,2,1,675,16208,8541,10159,0,0,2374,766,6636,0,0,49,63,31,7,40,1952,19564,10289,1032,17869,2514,0,16,55,183,1,0,981,981,1073,89,9,9,41,TRUE,NA1_4410773962
23,3,11747,14,6,1443,4272,1443,6266,0,3,0,8587,7500,1,3,0,3,1,0,16043,5006,2873,0,0,3253,1293,2493,0,0,64,59,91,7,27,1611,19296,6299,3736,5536,10951,9185,16,164,0,11,0,0,0,169,52,4,5,18,TRUE,NA1_4410719490
5,0,6391,10,7,0,139,0,6234,3,4,0,5639,5125,0,1,0,0,1,952,8571,3361,4788,0,0,1620,575,4309,0,0,44,33,61,5,24,1523,10191,3937,2016,9180,3107,2052,12,120,41,5,0,0,0,82,49,5,10,19,FALSE,NA1_4410687079
15,0,12025,14,9,1784,3006,1784,8696,3,3,0,9351,8200,0,1,0,0,1,712,25531,6110,5307,4,0,3388,1216,5928,0,0,55,46,79,8,21,1680,29056,7464,4123,11475,6102,4262,38,166,77,5,0,136,136,240,79,3,15,26,TRUE,NA1_4410305210
16,0,6657,10,7,2334,3048,2334,4763,2,4,0,7099,6150,1,2,0,2,1,714,13689,3514,1162,4,0,2466,696,5119,0,0,37,31,48,5,27,1204,16156,4210,1378,6777,4431,4297,5,150,51,5,0,0,0,495,37,5,3,16,TRUE,NA1_4409874843
14,1,11377,13,9,1201,7483,1201,7193,1,6,0,9060,7725,0,2,0,0,1,1077,28767,5659,4943,0,0,5381,1100,5541,0,0,67,48,84,6,25,1812,36057,6759,4261,11077,10663,8574,26,202,33,11,0,1907,0,593,76,7,6,35,TRUE,NA1_4409871235
14,0,10570,13,7,0,732,0,8687,10,4,0,7579,7175,0,1,0,0,1,361,15750,6272,12350,0,0,3183,605,6448,0,0,101,100,46,10,48,1958,18933,6877,2162,20902,33079,27453,12,257,255,5,0,0,0,2103,56,5,6,27,FALSE,NA1_4409755236
16,0,9347,12,8,467,1942,467,11520,7,3,0,8299,7575,0,2,0,0,1,656,17910,6461,4704,0,0,2171,817,9830,0,0,51,14,74,7,29,1997,22497,9694,6209,16467,845,0,12,192,207,1,0,2415,2415,1932,73,6,6,25,FALSE,NA1_4409598407
25,0,11039,13,6,1541,5303,1541,4262,2,3,0,9242,6835,1,2,0,2,1,706,21855,7833,2867,4,0,3386,1375,4771,0,0,48,77,19,5,41,1626,26014,9981,1188,8082,1804,0,14,72,29,1,0,772,772,443,55,4,5,19,TRUE,NA1_4409562617
10,0,7102,10,7,0,317,0,3333,3,4,0,5004,4475,0,0,0,0,0,509,6883,2745,1256,0,0,1919,405,4735,0,0,77,24,37,3,42,1335,9263,3611,2687,6805,2394,1935,9,249,59,5,0,460,460,814,44,5,4,20,FALSE,NA1_4409529807
10,0,8314,11,6,740,740,740,8080,8,2,0,6807,6475,0,0,0,0,0,670,10681,4010,7806,0,0,1714,243,5764,0,0,66,61,31,7,34,1715,12396,4254,1187,14426,18437,15365,13,180,239,5,0,0,0,855,50,4,6,22,FALSE,NA1_4409445185
17,0,8481,11,13,349,2357,349,12862,10,8,0,7546,7435,0,1,0,0,1,367,6919,3951,6995,4,0,3642,492,13157,0,0,62,25,35,10,36,1692,16560,4787,779,21134,13735,10481,28,146,220,5,0,5998,343,981,62,9,7,29,FALSE,NA1_4409450401
9,1,6665,10,7,1937,3014,1937,4527,2,4,0,7028,6775,0,2,0,0,1,178,15516,3597,1797,4,0,3745,1136,5396,0,0,41,36,63,2,13,1286,19369,4733,2010,7412,8645,7069,14,148,18,5,0,108,0,219,43,5,5,18,TRUE,NA1_4409365821
3,0,5051,9,7,51,168,51,5139,4,3,0,4677,3500,0,0,0,0,0,875,8344,2090,7618,0,0,1943,578,3178,0,0,24,36,44,6,11,1355,10288,2669,1105,11390,3047,1311,9,126,71,5,0,0,0,593,49,5,7,21,FALSE,NA1_4409400629
12,0,10619,13,7,0,2619,0,5322,4,5,0,7290,6625,0,1,0,0,1,603,20312,6148,5110,0,0,4530,860,5026,0,0,54,38,72,8,26,1724,26262,7288,4955,10704,6312,4880,26,145,79,5,0,1419,279,567,52,5,6,22,FALSE,NA1_4409301709
16,0,8741,12,7,1062,1062,1062,8648,8,4,0,7041,6025,0,1,0,0,1,326,25334,7602,3734,0,0,3312,1819,9889,0,0,57,46,77,8,31,1637,28762,9537,2855,14150,5879,4562,19,200,191,5,0,115,115,527,44,5,2,23,TRUE,NA1_4408697146
22,1,12415,14,7,2065,6181,2065,5906,3,4,0,9010,7425,0,1,0,0,1,572,27992,7013,4508,0,0,3855,1128,3825,0,0,66,53,80,8,29,1906,31848,8142,5739,9852,9779,7507,20,176,70,5,0,0,0,1519,75,5,8,32,TRUE,NA1_4408700702
6,0,7731,11,7,66,1432,66,6716,5,5,0,6546,6075,0,0,0,0,0,561,18778,4505,4040,0,0,3804,976,7208,0,0,54,40,66,6,26,1613,24093,5481,3042,12203,7653,6063,23,179,75,5,0,1510,0,954,52,5,6,27,FALSE,NA1_4408369375
25,0,14059,15,8,2097,5923,2097,13951,7,6,0,10206,9350,0,1,0,0,1,520,28447,10620,13162,4,0,5889,1390,7088,0,0,72,107,40,12,80,2142,38297,14873,4148,21423,3909,0,19,235,210,1,0,3960,2861,1172,83,6,4,40,TRUE,NA1_4408232022
23,0,12256,14,16,1679,4286,1679,14355,9,10,0,9893,9200,0,1,0,0,1,776,25847,8989,13447,0,0,4660,2189,12472,0,0,86,72,104,12,56,2288,31813,12484,10561,26825,24017,18573,19,236,243,5,0,1305,1305,906,108,9,11,48,FALSE,NA1_4408176266
9,0,6382,10,6,48,3721,48,8701,7,4,0,5630,5635,0,0,0,0,0,423,12942,4855,4761,0,0,2984,1169,8123,0,0,38,39,55,11,27,1420,18077,6268,5016,13378,4678,4350,17,149,188,5,0,2151,243,493,41,4,6,16,FALSE,NA1_4408201680
18,1,11479,14,7,2774,6480,2774,10046,2,3,1,8529,7425,1,3,0,2,2,425,31448,8749,5120,0,0,4284,1662,7002,0,0,80,63,93,8,36,1721,37429,10411,5322,12515,12674,8277,29,217,33,5,0,1695,0,393,53,5,2,26,TRUE,NA1_4406849734
15,0,9945,12,9,328,1901,328,5869,1,5,0,6340,6010,0,0,0,0,0,1437,10511,3855,3150,4,0,3365,738,4564,0,0,87,41,28,5,38,1481,13876,4594,1149,8211,15717,11923,11,172,40,5,0,0,0,496,53,7,2,24,TRUE,NA1_4406864721
4,1,4732,8,5,112,112,112,3525,2,2,0,4418,4325,0,1,0,0,1,306,11614,4088,2097,0,0,2288,1214,4513,0,0,34,21,42,3,17,1097,13903,5302,1904,6791,1692,858,12,98,24,3,0,0,0,180,28,3,1,14,FALSE,NA1_4406853543
13,3,12130,14,11,3699,6514,3699,6963,0,6,0,9102,7800,1,3,0,3,1,1787,26328,5600,4147,0,0,4349,1411,2555,0,0,68,63,74,9,25,1792,30678,7012,4895,7530,13240,10576,20,178,0,5,0,0,0,827,67,9,9,31,TRUE,NA1_4406859752
22,1,16170,16,13,1667,7593,1667,26357,5,7,1,12168,11275,1,5,0,2,2,649,52619,9614,9302,4,0,7493,1771,8843,0,0,100,78,127,9,46,2465,60964,11599,8012,19426,19517,16231,52,333,166,5,0,851,213,1280,99,5,11,44,TRUE,NA1_4406764196
8,0,9468,12,9,0,1049,0,9284,8,5,0,7307,6825,0,2,0,0,1,520,25332,6803,7202,0,0,3188,1371,9192,0,0,55,50,70,9,32,1740,28633,8271,2581,16829,3278,2871,26,189,195,4,0,112,97,434,67,6,4,28,FALSE,NA1_4406738691
13,0,13666,15,14,771,2952,771,9448,5,8,0,10391,9275,1,5,0,4,1,996,47753,8824,7413,0,0,4083,1852,12092,0,0,84,68,80,11,53,2181,53424,10838,7134,19736,13497,10159,32,397,187,5,0,1587,162,230,94,8,8,41,FALSE,NA1_4406679138
7,0,6530,10,4,966,2259,966,5331,1,2,0,5793,5100,0,0,0,0,0,1067,9044,3208,5750,0,0,3449,896,1987,0,0,37,46,52,4,17,1423,12494,4105,3062,7890,6691,4768,6,79,28,5,0,0,0,153,38,2,3,17,TRUE,NA1_4406324525
21,0,13311,15,10,3774,7987,3774,9097,8,5,0,10592,9225,1,3,0,2,1,356,31509,10381,9654,0,0,4972,2022,6492,0,0,62,50,81,10,29,1795,36482,12404,4072,16911,9751,7610,17,188,191,5,0,0,0,764,54,8,6,24,TRUE,NA1_4406225709
6,1,5805,9,7,2118,7949,2118,4309,3,3,0,6338,5400,0,2,0,0,1,513,12683,3529,1102,0,0,3563,1116,6560,0,0,39,33,54,7,16,1283,19381,4646,1940,7949,1501,1139,12,94,57,5,0,3135,0,287,37,5,1,17,TRUE,NA1_4406013824
31,1,15033,16,12,1508,5674,1508,11232,5,10,0,9982,8250,0,1,0,0,1,589,25231,5083,4530,0,0,5340,1768,12538,0,0,73,69,93,8,21,1971,30571,6852,6235,18154,24256,17151,11,140,108,7,0,0,0,1086,65,10,5,34,TRUE,NA1_4405963345
12,0,7397,11,6,1496,6168,1496,7171,4,3,0,6700,6150,0,0,0,0,0,573,17272,4142,3089,4,0,3423,1272,8643,0,0,55,49,63,4,19,1397,22121,5414,3565,12137,8989,6175,8,163,85,5,0,1425,0,404,38,4,3,18,TRUE,NA1_4405883507
21,0,12316,14,9,915,1507,915,8741,6,6,0,9078,8025,0,1,0,0,1,489,9510,3720,4220,0,0,2076,339,8228,0,0,75,72,26,10,36,1845,11586,4059,2471,13609,27373,22330,5,144,174,5,0,0,0,1160,51,7,4,21,TRUE,NA1_4405840203
14,0,8337,11,6,905,7337,905,4875,3,4,0,7219,6000,0,1,0,0,1,442,14466,5373,3813,0,0,3724,1483,6286,0,0,66,51,69,9,26,1525,21040,6857,3005,10361,7191,4886,13,130,32,5,0,2850,0,261,56,4,6,27,TRUE,NA1_4405340130
26,0,15564,16,10,812,7685,812,13133,6,7,0,10849,10600,1,3,0,2,1,945,40624,15062,9435,4,0,6666,2700,9542,0,0,109,73,112,14,82,2276,47835,18308,5538,19244,17440,15012,27,289,215,5,0,544,544,266,67,8,6,34,FALSE,NA1_4405023568
22,0,10083,13,9,992,2209,992,4710,5,6,0,7427,6700,0,1,0,0,1,853,11824,4005,2690,0,0,2882,798,6445,0,0,77,54,35,10,35,1652,14765,4862,1046,9904,22529,19266,17,159,100,5,0,59,59,768,56,7,6,25,TRUE,NA1_4404860872
15,0,11734,14,8,1600,6294,1600,9494,4,6,0,8522,7550,0,0,0,0,0,988,21926,8263,5525,0,0,4492,1132,9814,0,0,79,61,89,11,40,2073,26521,9498,3857,17368,12065,6637,23,138,134,5,0,102,102,2029,84,6,10,41,TRUE,NA1_4404797509
16,0,16934,17,5,690,13058,690,12115,6,3,0,11190,10545,0,1,0,0,1,447,131782,8518,3042,18,0,16015,1507,13776,0,0,127,42,99,9,23,2304,150189,10026,6658,17306,8183,6069,188,327,210,5,0,2392,0,487,32,3,2,13,TRUE,NA1_4403916581
25,2,14657,15,9,1194,3448,1194,17218,6,5,0,11458,10100,2,5,0,3,1,539,26709,11017,2317,1,0,2253,973,17346,0,0,61,83,38,9,72,2156,30761,13788,2417,20422,3818,0,18,119,167,1,0,1798,1798,758,90,5,8,45,TRUE,NA1_4403888188
10,0,7339,11,10,0,0,0,6132,4,6,0,6205,5560,0,1,0,0,1,535,15753,7028,3007,0,0,3882,1850,7548,0,0,50,31,61,8,35,1521,19635,8878,2411,11985,6728,4517,21,150,50,6,0,0,0,1429,65,8,6,29,FALSE,NA1_4403855912
8,0,10738,13,9,1242,3008,1242,8556,5,7,0,7753,6925,0,1,0,0,1,661,17716,7286,9969,0,0,3243,1199,4139,0,0,66,58,97,10,30,2067,21270,8795,5837,15983,15110,12054,8,170,123,5,0,309,309,1874,72,7,3,40,FALSE,NA1_4403860586
15,0,9682,12,7,2799,5462,2799,3793,1,5,0,7402,6625,0,0,0,0,0,1006,18554,5295,2978,0,0,3716,908,5977,0,0,55,55,69,8,30,1669,22749,6203,3438,9329,15621,11637,10,134,27,5,0,478,0,372,61,5,7,23,TRUE,NA1_4403737737
24,0,14423,15,10,1102,2348,1102,8193,2,5,0,10741,10100,0,1,0,0,1,1372,22654,7438,5190,4,0,2673,1454,6539,0,0,76,59,103,11,34,2069,25359,8924,5148,11879,10624,8885,20,180,83,5,0,31,31,150,71,7,4,33,TRUE,NA1_4403065152
13,1,10746,13,8,313,422,313,5918,1,5,0,7036,6350,0,1,0,0,1,191,10300,2801,1901,0,0,1824,744,5270,0,0,82,78,34,6,31,1733,12125,3546,1195,7791,23750,19702,16,148,8,5,0,0,0,618,71,6,8,30,FALSE,NA1_4403083075
6,0,8992,12,9,306,2010,306,12260,8,7,0,6697,6305,0,0,0,0,0,287,17680,4179,2369,0,0,3706,914,13578,0,0,41,40,63,8,19,1721,21386,5093,4827,17077,4612,2949,24,144,214,5,0,0,0,1129,58,7,7,23,FALSE,NA1_4403091455
13,0,14759,16,12,966,9611,966,10696,4,7,0,11459,10775,1,6,0,3,1,974,39749,13125,6919,4,0,5259,1748,7436,0,0,103,81,117,15,68,2339,51007,16055,7314,14557,13241,10906,37,388,105,5,0,5998,1182,201,99,7,9,42,FALSE,NA1_4403005911
3,0,7679,11,7,312,312,312,5747,5,4,0,5227,4835,0,0,0,0,0,433,18574,4021,3506,0,0,3319,1184,6627,0,0,46,35,63,7,25,1430,21894,5205,1664,10317,1837,1535,17,202,94,4,0,0,0,184,42,5,4,25,FALSE,NA1_4403003783
3,0,8266,11,8,482,791,482,5261,4,6,0,6017,5600,0,0,0,0,0,1003,17952,5290,7911,0,0,2977,949,4049,0,0,55,38,75,10,37,1698,20929,6240,2389,13738,5103,3683,22,170,82,5,0,0,0,1778,57,6,8,29,FALSE,NA1_4402991079
4,0,13353,15,4,974,2029,974,9356,5,2,0,9145,8400,0,2,0,0,1,958,106136,10133,10894,0,0,10607,382,5299,0,0,40,32,159,15,27,1833,118385,11497,1138,17672,1261,0,188,399,140,1,0,1640,981,1477,25,2,3,8,FALSE,NA1_4402966838
7,0,6092,9,7,0,347,0,6533,7,4,0,5380,4725,0,1,0,0,1,525,6254,1001,3035,0,0,1958,609,7640,0,0,85,20,50,4,22,1476,8212,1611,3239,11139,1418,762,13,180,82,6,0,0,0,462,39,5,3,17,FALSE,NA1_4402962948
11,0,5383,9,6,524,4113,524,4240,2,3,1,6301,5200,0,2,0,0,2,454,15836,5112,1713,0,0,4775,1696,4452,0,0,47,32,56,4,32,1153,20612,6809,2088,6312,5555,3960,12,153,24,5,0,0,0,146,33,4,1,15,TRUE,NA1_4402917220
18,0,13339,15,7,0,5626,0,13665,5,5,0,8038,7725,0,0,0,0,0,853,19395,6957,6166,0,0,5245,2258,8407,0,0,72,116,131,9,10,2160,28494,9359,8909,15446,20416,15491,22,35,110,5,0,3853,143,873,58,5,5,28,FALSE,NA1_4402730956
0,0,450,2,2,0,0,0,180,0,0,0,731,500,0,0,0,0,0,0,357,78,11,0,0,406,0,237,0,0,6,0,1,0,0,194,1147,96,49,248,0,0,2,13,0,0,0,383,18,0,0,0,0,0,FALSE,NA1_4402679521
8,1,9438,12,3,2744,4217,2744,5527,2,1,1,9021,8060,2,6,0,3,3,727,74815,10101,5726,8,0,9876,1213,3447,0,0,88,24,67,6,24,1425,86600,11333,2297,9532,5379,3150,145,283,57,5,1,1908,18,357,16,1,1,5,TRUE,NA1_4402546362
9,0,7267,10,7,1263,5064,1263,6481,1,5,0,6612,6075,1,2,0,2,1,749,14817,3216,3082,0,0,2167,1205,7240,0,0,58,53,77,7,19,1489,19104,4422,3251,10336,7563,5330,19,130,21,5,0,2119,0,14,45,5,8,19,TRUE,NA1_4402543104
12,1,11111,13,10,449,1213,449,5514,2,7,0,7899,7400,0,2,0,0,1,778,18664,5408,3286,0,0,3634,1282,5808,0,0,101,82,36,10,48,1836,22364,6756,2588,9385,36711,30169,10,224,55,8,0,65,65,290,60,8,5,32,FALSE,NA1_4402509199
6,0,15556,16,8,0,6644,0,14896,14,6,0,10132,10100,0,2,0,0,1,552,56186,15055,10803,0,0,4224,1062,12821,0,0,46,69,162,22,47,2689,64245,17672,2687,24809,462,0,43,185,408,1,0,3834,1554,1184,123,6,14,56,FALSE,NA1_4402464155
16,0,11161,13,12,825,870,825,9654,5,8,0,8197,7950,0,0,0,0,0,975,10567,3678,5581,0,0,2229,556,12254,0,0,77,49,36,8,32,2061,12797,4234,1086,18618,18346,13424,19,129,153,5,0,0,0,782,85,10,12,35,FALSE,NA1_4402450435
7,0,8915,12,6,102,288,102,4930,3,4,0,6163,5200,0,0,0,0,0,1063,10191,4677,877,0,0,2481,787,5912,0,0,82,61,27,7,34,1782,12809,5600,919,7175,17814,13712,6,178,33,5,0,135,135,385,53,4,2,32,FALSE,NA1_4402447041
16,1,10102,13,10,1588,5471,1588,4141,2,6,0,8439,6525,0,1,0,0,1,1392,8140,2947,4028,0,0,3650,542,2623,0,0,65,49,32,5,30,1744,13358,3489,1105,7141,19632,15317,21,101,16,6,0,1567,0,489,92,7,17,33,TRUE,NA1_4402390395
17,0,11234,13,5,279,1225,279,6698,6,3,0,7427,7425,0,0,0,0,0,503,16059,4346,3951,0,0,2818,495,7102,0,0,99,88,36,9,38,1840,18878,4842,2592,11102,32557,27047,20,201,130,5,0,0,0,48,51,3,6,24,FALSE,NA1_4401965033
7,0,7417,11,9,237,3678,237,7644,8,6,0,6401,5860,0,1,0,0,1,432,7067,5310,6010,0,0,2035,1016,9468,0,0,79,57,35,7,35,1784,12103,6456,1101,15754,19534,14582,7,125,154,5,0,3000,129,276,65,7,3,34,FALSE,NA1_4401950824
24,0,11415,13,5,1568,3659,1568,8841,7,2,0,8827,8125,0,1,0,0,1,449,14142,6128,6582,0,0,2893,1086,11663,0,0,79,79,40,10,48,1804,19041,7311,1457,18644,30888,24880,6,208,189,5,0,2005,97,398,66,3,4,26,TRUE,NA1_4401887696
17,0,8648,12,8,630,1821,630,2896,0,4,0,7086,6075,0,0,0,0,0,0,13841,3925,1198,0,0,3455,758,3293,0,0,78,64,31,4,25,1556,17297,4684,723,4720,20916,16373,20,193,0,5,0,0,0,229,54,6,7,20,TRUE,NA1_4401904789
5,0,5102,9,7,0,590,0,2865,4,4,0,4591,4475,0,1,0,0,1,420,5327,2871,3339,0,0,1952,732,3836,0,0,57,37,24,4,22,1211,7279,3604,232,7434,7111,5765,8,105,77,5,0,0,0,257,35,5,2,19,FALSE,NA1_4401872181
11,0,8725,12,9,0,209,0,6160,7,6,0,6422,6225,0,0,0,0,0,442,10802,4500,3084,0,0,2158,708,6595,0,0,68,55,25,9,46,1712,12960,5208,1165,9925,15769,13247,15,190,156,5,0,0,0,245,67,7,6,34,FALSE,NA1_4401817884
5,0,7082,10,11,0,0,0,3393,3,9,0,5367,4775,0,0,0,0,0,775,5338,1688,3696,0,0,1483,129,3763,0,0,43,48,13,6,12,1674,6822,1817,450,7952,13442,10867,12,89,70,5,0,0,0,491,39,9,10,22,FALSE,NA1_4401842949
6,0,8781,12,8,408,907,408,6595,7,5,0,6762,6125,1,2,0,2,1,495,14592,4043,5349,0,0,1902,501,7440,0,0,81,37,28,5,34,1547,16494,4545,1143,13949,15300,11044,16,196,91,5,0,0,0,1159,54,5,5,29,FALSE,NA1_4401807728
15,0,8905,12,10,198,1128,198,7168,6,7,0,7777,7435,0,1,0,0,1,558,13621,3887,3327,0,0,3635,1094,8663,0,0,87,91,33,10,27,1892,17462,5188,2134,12891,31300,25133,24,192,140,5,0,206,206,900,56,8,8,34,FALSE,NA1_4401529332
22,0,13466,15,12,2640,5314,2640,10878,6,6,0,9195,8785,0,1,0,0,1,663,32766,8695,9717,0,0,4107,1891,6048,0,0,87,80,108,11,35,1945,36874,10586,7836,16397,17758,14108,26,244,133,5,0,0,0,632,78,7,6,31,TRUE,NA1_4400820931
11,0,6347,10,5,1792,4627,1792,2814,3,3,0,6370,6025,0,1,0,0,1,461,11094,3053,1864,2,0,2545,600,3357,0,0,65,45,25,4,25,1233,15065,3654,704,5358,13334,10321,16,125,32,5,0,1425,0,136,33,3,5,14,TRUE,NA1_4400806570
5,0,7550,11,8,1363,5859,1363,3712,4,5,0,6142,5710,0,1,0,0,1,990,14119,3226,4656,0,0,2931,713,4384,0,0,90,25,24,4,24,1599,21502,3940,323,9041,7791,5645,9,190,91,5,0,4452,0,0,60,6,7,29,FALSE,NA1_4400803706
8,0,12424,14,9,0,454,0,14219,13,7,0,7905,7725,0,0,0,0,0,367,8246,2950,7991,0,0,1938,311,14548,0,0,107,21,79,11,62,2286,10185,3261,5249,26143,11843,9467,13,326,385,9,0,0,0,3603,76,7,8,39,FALSE,NA1_4400749873
20,0,12925,14,10,846,3462,846,5615,3,7,0,8876,7725,0,0,0,0,0,1097,9002,3362,7013,0,0,2488,77,3549,0,0,77,57,33,8,27,2018,11568,3518,1102,11755,20445,15716,8,106,114,5,0,77,77,1191,81,8,5,39,TRUE,NA1_4400643541
5,0,5986,9,6,200,200,200,4660,3,3,0,4817,4250,0,0,0,0,0,650,10674,4831,751,0,0,2199,416,6736,0,0,78,51,28,4,37,1255,12888,5262,980,7591,14465,11688,11,186,70,5,0,14,14,103,33,4,4,16,FALSE,NA1_4400617641
19,0,14679,15,4,1040,20273,1040,46428,4,4,0,11369,10800,1,3,2,2,1,615,57851,6609,8074,124,0,62121,5668,25015,0,0,67,96,64,10,32,1944,130137,12552,0,34535,9649,1346,15,265,135,5,0,10164,274,1445,28,4,2,5,TRUE,NA1_4400492276
